"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1757192082220052684","Mon Feb 12 23:56:54 +0000 2024","0","ganjarpranowo mengungkapkan makna dari kumpul yang artinya bersatu. Ada kehangat - @ganjarpranowo @mohmahfudmd #GanjarMahfud2024 #GPMMDSATSET #GanjarMahfudNews https://t.co/gOOx6CkOr8","1757192082220052684","","","in","Indonesia","0","0","0","https://x.com/jotajotiID/status/1757192082220052684","93175954","jotajotiID"
"1757192052641878469","Mon Feb 12 23:56:47 +0000 2024","0","Masa cuman gara gara film jadi berubah pilihan? Pilihannya cuman anies ganjar lg yang bener aje rugi dongg??","1757192052641878469","","","in","","0","0","0","https://x.com/iseesawx/status/1757192052641878469","1586774623676694528","iseesawx"
"1757192046937539026","Mon Feb 12 23:56:45 +0000 2024","1","Warga Lebak Dapat Barang Berharga dari Sandiaga Uno: PPP Menang Ganjar Presiden! https://t.co/fu6p2GmDcT #PPPMenang #GanjarMahfudSatset","1757192046937539026","","","in","Jakarta, Indonesia","0","2","0","https://x.com/MNCkoranSINDO/status/1757192046937539026","509946051","MNCkoranSINDO"
"1756860179881275737","Mon Feb 12 23:56:42 +0000 2024","0","@ganjarpranowo Terus berkarya dimanapun dan kapanpun berada alhamdulillah pak ganjar selalu memberikan yang terbaik","1757192035218678152","","ganjarpranowo","in","Jakarta Selatan, DKI Jakarta","0","0","0","https://x.com/siviargh/status/1757192035218678152","1556847469425737735","siviargh"
"1756860179881275737","Mon Feb 12 23:56:10 +0000 2024","0","@ganjarpranowo setuju pak. semoga nanti pak ganjar terus bisa memfasilitasi anak muda nggih","1757191901227487709","","ganjarpranowo","in","Indonesia","0","0","0","https://x.com/lyemuayw2095/status/1757191901227487709","852168198623547392","lyemuayw2095"
"1757191875289903263","Mon Feb 12 23:56:04 +0000 2024","0","H-1 guys... Ayo persiapan mencoblos .. Mau Anies Prabowo ataupun Ganjar yang akan jadi Presiden siapapun Presidennya tetap saya dukung sepenuh hati.. Pilihan boleh beda tapi tetap satu jiwa jiwa Pancasila jiwa Indonesia https://t.co/qghCsKRsPZ","1757191875289903263","https://pbs.twimg.com/tweet_video_thumb/GGLMsL1bIAA_xmX.jpg","","in","banyuwangi","0","0","0","https://x.com/nestmeller/status/1757191875289903263","1603255962076598273","nestmeller"
"1757191806754885929","Mon Feb 12 23:55:48 +0000 2024","0","Ganjar - Mahfud adalah pasangan yang siap memimpin Indonesia menuju kemajuan jadi jangan ragu untuk memilih mereka. Gandakan Kesejahteraan Raih Kemakmuran Berkelanjutan @azrycha #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/XcG6ZoLfmh","1757191806754885929","https://pbs.twimg.com/media/GGLMooSaoAAv5ok.jpg","","in","Palopo","0","0","0","https://x.com/aurafelicia9/status/1757191806754885929","1687290021374791680","aurafelicia9"
"1757191799465230368","Mon Feb 12 23:55:46 +0000 2024","0","Bukan toketz campaign yak ? ...wkwkwkeke...","1757191799465230368","","","in","","0","0","0","https://x.com/AgusKuswanto121/status/1757191799465230368","1603803710135873536","AgusKuswanto121"
"1756922942443880512","Mon Feb 12 23:55:29 +0000 2024","0","@Penyuka_ombak Saya sudah memutuskan untuk pilih n menangkan pak Ganjar Mahfud sihh","1757191725268017254","","Penyuka_ombak","in","","0","0","0","https://x.com/Kurniarahma3451/status/1757191725268017254","1703453058477486080","Kurniarahma3451"
"1756898902006190242","Mon Feb 12 23:55:26 +0000 2024","0","@ganjarpranowo Maju terus Ganjar Mahfud ️","1757191714899648702","","ganjarpranowo","in","","0","0","0","https://x.com/salasatun368/status/1757191714899648702","1747291693366628352","salasatun368"
