"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1831566453910442146","Fri Sep 06 06:13:52 +0000 2024","0","@2BasileaTheoph I think Humanies should remain as they are and not become a political party. That ll make it easier for them to criticize Anies if necessary. But I do want him to involve the younger demographic more now that we re more politically conscious.","1831938850580787633","","2BasileaTheoph","en","Mainly in my own head","0","0","0","https://x.com/andirarahman/status/1831938850580787633","222668780","andirarahman"
"1831833125657440321","Fri Sep 06 06:12:28 +0000 2024","1","@BarisanPemudaRI DiJEGAL?PLAYING VICTIM?diPILPRES saja AHY diJEGAL gak CENGENG KOLOKAN MANJA n PECITRAAN.......ANIES pendukung banyak suara ada n INDEPENDEN bisa banget...kok PLAYING VICTIM diJEGAL dll.....kalian waras? https://t.co/djvyFdemOB","1831938500196966879","https://pbs.twimg.com/tweet_video_thumb/GWxaU8IWgAAG7b6.jpg","BarisanPemudaRI","in","","0","0","0","https://x.com/ArdoyantoE/status/1831938500196966879","1434495317496381443","ArdoyantoE"
"1831938173301354862","Fri Sep 06 06:11:10 +0000 2024","0","Presiden Joko Widodo orang baik dan apa adanya. Kok bisa-bisanya dituduh jegal Anies Baswedan. Mungkin kubu Anies halu karena gagal maju di Pilkada 2024. #Netralitas #PresidenJokoWidodo #Politik #Pilkada2024 https://t.co/8QiruYPNDJ","1831938173301354862","https://pbs.twimg.com/media/GWxaDfEa8AAbijs.jpg","","in","","0","0","0","https://x.com/ZAMRIEDGN/status/1831938173301354862","1091237568","ZAMRIEDGN"
"1831938132557885815","Fri Sep 06 06:11:01 +0000 2024","0","Presiden Joko Widodo orang baik dan apa adanya. Kok bisa-bisanya dituduh jegal Anies Baswedan. Mungkin kubu Anies halu karena gagal maju di Pilkada 2024. #Netralitas #PresidenJokoWidodo #Politik #Pilkada2024 https://t.co/E6Ge1JJ2Nv","1831938132557885815","https://pbs.twimg.com/media/GWxaBMEXAAE4AZo.jpg","","in","","0","0","0","https://x.com/ZAMRIEDGN/status/1831938132557885815","1091237568","ZAMRIEDGN"
"1831938089453023689","Fri Sep 06 06:10:50 +0000 2024","0","Presiden Joko Widodo orang baik dan apa adanya. Kok bisa-bisanya dituduh jegal Anies Baswedan. Mungkin kubu Anies halu karena gagal maju di Pilkada 2024. #Netralitas #PresidenJokoWidodo #Politik #Pilkada2024 https://t.co/hqG74upjc6","1831938089453023689","https://pbs.twimg.com/media/GWxZ-rTXMAAu5Xj.jpg","","in","","0","0","0","https://x.com/ZAMRIEDGN/status/1831938089453023689","1091237568","ZAMRIEDGN"
"1831918650699477262","Fri Sep 06 06:10:48 +0000 2024","0","@kangdede78 Keliatan banget yg sayang dan cinta pada Pak Jokowi lebih besar daripada yg benci. Cuma suara yg benci berisiknya kaya kaleng rombeng....silent majority sudah membuktikan kl bergerak ga ada obat contohnya Prabowo menang dan si anies kelaut ","1831938080598839773","","kangdede78","in","simpang surga deket depok","0","0","0","https://x.com/PenjualSate69/status/1831938080598839773","1603635879603367936","PenjualSate69"
"1831669751346819114","Fri Sep 06 06:10:25 +0000 2024","0","@tvOneNews Fokus aja pak ke problem lain. Kalo pun jakmania tidak bersedia sekarang gpp. Ketika bapak menang pasti mereka akan luluh. Wong pks pkb nasdem aja kontra pak wowo ketika menang semua merapat abah anies ditinggalin. https://t.co/u5sYhatJGt","1831937984486371661","https://pbs.twimg.com/tweet_video_thumb/GWxZ4e_W0AAkS66.jpg","tvOneNews","in","Indonesia","0","0","0","https://x.com/rifkypras_/status/1831937984486371661","143928127","rifkypras_"
"1831688926618337700","Fri Sep 06 06:10:22 +0000 2024","0","@T007bond @Aryprasetyo85 @JhonSitorus_18 @NgkongRoses @nongandah @GunRomli @AnakTangsiAD @Anak__Ogi @Muhayya__ @seruanhl @BiLLRaY2019 @PartaiSocmed He he sejak Anies kalah pilpres lalu gagal nyagub ini bani sakit hati makin gila komentarnya dimedsos dan mereka akan terus begini sampai mati karna insyaAllah mereka akan kalah trus dan sakit hati terus dgn komentar2 sampahnya.","1831937968371855519","","T007bond","in","","0","0","0","https://x.com/Kotogadang15123/status/1831937968371855519","1804294543107592194","Kotogadang15123"
"1831897396181451112","Fri Sep 06 06:09:59 +0000 2024","0","@geloraco Ada lowongan nih buat Anies","1831937875249918340","","geloraco","in","","0","0","0","https://x.com/ujangbujrad_/status/1831937875249918340","1613130918281228290","ujangbujrad_"
"1831905166741614692","Fri Sep 06 06:09:28 +0000 2024","0","@Pontifex Anies tidak senang melihat ini","1831937745549455728","","Pontifex","in","","0","0","0","https://x.com/ipinSaripin666/status/1831937745549455728","1429558688818241536","ipinSaripin666"
"1831937655015395554","Fri Sep 06 06:09:07 +0000 2024","1","PKS Jakarta: Kader Masih Pertanyakan Alasan Tak Bersama Anies https://t.co/OmSDSL9V8r #News","1831937655015395554","","","in","Jakarta","0","0","0","https://x.com/liputan6dotcom/status/1831937655015395554","47596019","liputan6dotcom"
